catalog	schema	table	column	type	nullable	length	remarks
MFGPROD	PUB	grcd_det	grcd_year	varchar	1	30	
MFGPROD	PUB	grcd_det	grcd_activity	varchar	1	30	
MFGPROD	PUB	grcd_det	grcd_bg_roll	bit	1	1	
MFGPROD	PUB	grcd_det	grcd_width	integer	1	10	
MFGPROD	PUB	grcd_det	grcd_rvpol	varchar	1	250	
MFGPROD	PUB	grcd_det	grcd_calc	varchar	1	410	
MFGPROD	PUB	grcd_det	grcd_currency	bit	1	1	
MFGPROD	PUB	grcd_det	grcd__qadc01	varchar	1	80	
MFGPROD	PUB	grcd_det	grcd_domain	varchar	0	8	
MFGPROD	PUB	grcd_det	oid_grcd_det	numeric	0	38	
MFGPROD	PUB	grdf_mtx	grdf_run_id	integer	1	10	
MFGPROD	PUB	grdf_mtx	grdf_row	integer	1	10	
MFGPROD	PUB	grdf_mtx	grdf_col	integer	1	10	
MFGPROD	PUB	grdf_mtx	grdf_format	varchar	1	30	
MFGPROD	PUB	grdf_mtx	grdf_round	varchar	1	30	
MFGPROD	PUB	grdf_mtx	grdf_reverse	bit	1	1	
MFGPROD	PUB	grdf_mtx	grdf_formula	varchar	1	250	
MFGPROD	PUB	grdf_mtx	grdf_print	bit	1	1	
MFGPROD	PUB	grdf_mtx	grdf_user1	varchar	1	80	
MFGPROD	PUB	grdf_mtx	grdf_user2	varchar	1	80	
MFGPROD	PUB	grdf_mtx	grdf__qadc01	varchar	1	80	
MFGPROD	PUB	grdf_mtx	grdf_domain	varchar	0	8	
MFGPROD	PUB	grdf_mtx	oid_grdf_mtx	numeric	0	38	
MFGPROD	PUB	grhd_det	grhd_group	varchar	1	80	
MFGPROD	PUB	grhd_det	grhd_type	varchar	1	30	
MFGPROD	PUB	grhd_det	grhd_seq	integer	1	10	
MFGPROD	PUB	grhd_det	grhd_code	varchar	1	80	
MFGPROD	PUB	grhd_det	grhd_link	bit	1	1	
MFGPROD	PUB	grhd_det	grhd_link_type	varchar	1	30	
MFGPROD	PUB	grhd_det	grhd_explode	bit	1	1	
MFGPROD	PUB	grhd_det	grhd_priority	integer	1	10	
MFGPROD	PUB	grhd_det	grhd_sub_indent	integer	1	10	
MFGPROD	PUB	grhd_det	grhd_user1	varchar	1	80	
MFGPROD	PUB	grhd_det	grhd_user2	varchar	1	80	
MFGPROD	PUB	grhd_det	grhd__qadc01	varchar	1	80	
MFGPROD	PUB	grhd_det	grhd_domain	varchar	0	8	
MFGPROD	PUB	grhd_det	oid_grhd_det	numeric	0	38	
MFGPROD	PUB	gri_mstr	gri_run_id	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_report	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_date	date	1	10	
MFGPROD	PUB	gri_mstr	gri_userid	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_defprt	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_mrg_bot	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_mrg_left	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_time	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_lab_bc	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_format	varchar	1	30	
MFGPROD	PUB	gri_mstr	gri_round	varchar	1	30	
MFGPROD	PUB	gri_mstr	gri_status	bit	1	1	
MFGPROD	PUB	gri_mstr	gri_prt_wrk	bit	1	1	
MFGPROD	PUB	gri_mstr	gri_per	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_year	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_mrg_right	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_mrg_top	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_text_ix	varchar	1	54	
MFGPROD	PUB	gri_mstr	gri_ovr_code	varchar	1	410	
MFGPROD	PUB	gri_mstr	gri_ovr_type	varchar	1	160	
MFGPROD	PUB	gri_mstr	gri_lab_width	integer	1	10	
MFGPROD	PUB	gri_mstr	gri_zero_suppress	varchar	1	30	
MFGPROD	PUB	gri_mstr	gri_cont_pg	bit	1	1	
MFGPROD	PUB	gri_mstr	gri_filtered	bit	1	1	
MFGPROD	PUB	gri_mstr	gri_paginated	bit	1	1	
MFGPROD	PUB	gri_mstr	gri_desc	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_user1	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_user2	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri__qadc01	varchar	1	80	
MFGPROD	PUB	gri_mstr	gri_domain	varchar	0	8	
MFGPROD	PUB	gri_mstr	oid_gri_mstr	numeric	0	38	
MFGPROD	PUB	grib_det	grib_run_id	integer	1	10	
MFGPROD	PUB	grib_det	grib_an_code	varchar	1	80	
MFGPROD	PUB	grib_det	grib_link_code	varchar	1	80	
MFGPROD	PUB	grib_det	grib_link_type	varchar	1	30	
MFGPROD	PUB	grib_det	grib_desc	varchar	1	80	
MFGPROD	PUB	grib_det	grib_level	integer	1	10	
MFGPROD	PUB	grib_det	grib_select	bit	1	1	
MFGPROD	PUB	grib_det	grib_basepage	integer	1	10	
MFGPROD	PUB	grib_det	grib_pages	integer	1	10	
MFGPROD	PUB	grib_det	grib_user1	varchar	1	80	
MFGPROD	PUB	grib_det	grib_user2	varchar	1	80	
MFGPROD	PUB	grib_det	grib__qadc01	varchar	1	80	
MFGPROD	PUB	grib_det	grib_domain	varchar	0	8	
MFGPROD	PUB	grib_det	oid_grib_det	numeric	0	38	
MFGPROD	PUB	gric_det	gric_run_id	integer	1	10	
MFGPROD	PUB	gric_det	gric_col	integer	1	10	
MFGPROD	PUB	gric_det	gric_width	integer	1	10	
MFGPROD	PUB	gric_det	gric_year	integer	1	10	
MFGPROD	PUB	gric_det	gric_per_from	integer	1	10	
MFGPROD	PUB	gric_det	gric_quarter	integer	1	10	
MFGPROD	PUB	gric_det	gric_activity	varchar	1	30	
MFGPROD	PUB	gric_det	gric_label	varchar	1	246	
MFGPROD	PUB	gric_det	gric_col_type	varchar	1	30	
MFGPROD	PUB	gric_det	gric_bg_code	varchar	1	80	
MFGPROD	PUB	gric_det	gric_print	bit	1	1	
MFGPROD	PUB	gric_det	gric_select	bit	1	1	
MFGPROD	PUB	gric_det	gric_per_to	integer	1	10	
MFGPROD	PUB	gric_det	gric_currency	bit	1	1	
MFGPROD	PUB	gric_det	gric_symbol	varchar	1	30	
MFGPROD	PUB	gric_det	gric_user1	varchar	1	80	
MFGPROD	PUB	gric_det	gric_user2	varchar	1	80	
MFGPROD	PUB	gric_det	gric__qadc01	varchar	1	80	
MFGPROD	PUB	gric_det	gric_domain	varchar	0	8	
MFGPROD	PUB	gric_det	oid_gric_det	numeric	0	38	
MFGPROD	PUB	grid_det	grid_run_id	integer	1	10	
MFGPROD	PUB	grid_det	grid_row	integer	1	10	
MFGPROD	PUB	grid_det	grid_line	integer	1	10	
MFGPROD	PUB	grid_det	grid_stl	integer	1	10	
MFGPROD	PUB	grid_det	grid_indent	integer	1	10	
MFGPROD	PUB	grid_det	grid_label	varchar	1	80	
MFGPROD	PUB	grid_det	grid_skips	integer	1	10	
MFGPROD	PUB	grid_det	grid_expl_line	integer	1	10	
MFGPROD	PUB	grid_det	grid_row_type	varchar	1	30	
MFGPROD	PUB	grid_det	grid_pre_und	varchar	1	30	
MFGPROD	PUB	grid_det	grid_post_und	varchar	1	30	
MFGPROD	PUB	grid_det	grid_page	bit	1	1	
MFGPROD	PUB	grid_det	grid_allzero	bit	1	1	
MFGPROD	PUB	grid_det	grid_print	bit	1	1	
MFGPROD	PUB	grid_det	grid_text	varchar	1	410	
MFGPROD	PUB	grid_det	grid_select	bit	1	1	
MFGPROD	PUB	grid_det	grid_apply_sym	bit	1	1	
MFGPROD	PUB	grid_det	grid_zero_suppress	varchar	1	30	
MFGPROD	PUB	grid_det	grid_user1	varchar	1	80	
MFGPROD	PUB	grid_det	grid_user2	varchar	1	80	
MFGPROD	PUB	grid_det	grid__qadc01	varchar	1	80	
MFGPROD	PUB	grid_det	grid_domain	varchar	0	8	
MFGPROD	PUB	grid_det	oid_grid_det	numeric	0	38	
MFGPROD	PUB	grig_mtx	grig_run_id	integer	1	10	
MFGPROD	PUB	grig_mtx	grig_brk_gp	varchar	1	80	
MFGPROD	PUB	grig_mtx	grig_row	integer	1	10	
MFGPROD	PUB	grig_mtx	grig_col	integer	1	10	
MFGPROD	PUB	grig_mtx	grig_line	integer	1	10	
MFGPROD	PUB	grig_mtx	grig_stl	integer	1	10	
MFGPROD	PUB	grig_mtx	grig_amt	numeric	1	38	
MFGPROD	PUB	grig_mtx	grig_amt_txt	varchar	1	30	
MFGPROD	PUB	grig_mtx	grig_print	bit	1	1	
MFGPROD	PUB	grig_mtx	grig_type	varchar	1	30	
MFGPROD	PUB	grig_mtx	grig_user1	varchar	1	80	
MFGPROD	PUB	grig_mtx	grig_user2	varchar	1	80	
MFGPROD	PUB	grig_mtx	grig__qadc01	varchar	1	80	
MFGPROD	PUB	grig_mtx	grig_domain	varchar	0	8	
MFGPROD	PUB	grig_mtx	oid_grig_mtx	numeric	0	38	
MFGPROD	PUB	grit_wkf	grit_runid	varchar	1	30	
MFGPROD	PUB	grit_wkf	grit_gl_code	varchar	1	80	
MFGPROD	PUB	grit_wkf	grit_desc	varchar	1	80	
MFGPROD	PUB	grit_wkf	grit_marker	varchar	1	30	
MFGPROD	PUB	grit_wkf	grit_gl_type	varchar	1	30	
MFGPROD	PUB	grit_wkf	grit_an_code	varchar	1	80	
MFGPROD	PUB	grit_wkf	grit_user1	varchar	1	80	
MFGPROD	PUB	grit_wkf	grit_user2	varchar	1	80	
MFGPROD	PUB	grit_wkf	grit__qadc01	varchar	1	80	
MFGPROD	PUB	grit_wkf	grit_domain	varchar	0	8	
MFGPROD	PUB	grit_wkf	oid_grit_wkf	numeric	0	38	
MFGPROD	PUB	grqd_det	grqd_per_start	integer	1	10	
MFGPROD	PUB	grqd_det	grqd_user1	varchar	1	80	
MFGPROD	PUB	grqd_det	grqd_user2	varchar	1	80	
MFGPROD	PUB	grqd_det	grqd_year	integer	1	10	
MFGPROD	PUB	grqd_det	grqd_quarter	integer	1	10	
MFGPROD	PUB	grqd_det	grqd_per_end	integer	1	10	
MFGPROD	PUB	grqd_det	grqd__qadc01	varchar	1	80	
MFGPROD	PUB	grqd_det	grqd_domain	varchar	0	8	
MFGPROD	PUB	grqd_det	oid_grqd_det	numeric	0	38	
MFGPROD	PUB	grr_mstr	grr_row_group	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_desc	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_width	integer	1	10	
MFGPROD	PUB	grr_mstr	grr_add_id	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_add_date	date	1	10	
MFGPROD	PUB	grr_mstr	grr_mod_id	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_mod_date	date	1	10	
MFGPROD	PUB	grr_mstr	grr_group	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_status	bit	1	1	
MFGPROD	PUB	grr_mstr	grr_cmtindx	integer	1	10	
MFGPROD	PUB	grr_mstr	grr_user1	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_user2	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_cont_pg	bit	1	1	
MFGPROD	PUB	grr_mstr	grr_brk_gl	varchar	1	30	
MFGPROD	PUB	grr_mstr	grr_brk_ac	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr__qadc01	varchar	1	80	
MFGPROD	PUB	grr_mstr	grr_domain	varchar	0	8	
MFGPROD	PUB	grr_mstr	oid_grr_mstr	numeric	0	38	
MFGPROD	PUB	grrd_det	grrd_row	integer	1	10	
MFGPROD	PUB	grrd_det	grrd_row_group	varchar	1	80	
MFGPROD	PUB	grrd_det	grrd_row_type	varchar	1	30	
MFGPROD	PUB	grrd_det	grrd_label	varchar	1	80	
MFGPROD	PUB	grrd_det	grrd_indent	integer	1	10	
MFGPROD	PUB	grrd_det	grrd_apply_sym	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_zero_suppress	varchar	1	30	
MFGPROD	PUB	grrd_det	grrd_pre_und	varchar	1	30	
MFGPROD	PUB	grrd_det	grrd_post_und	varchar	1	30	
MFGPROD	PUB	grrd_det	grrd_start_col	integer	1	10	
MFGPROD	PUB	grrd_det	grrd_rvpol	varchar	1	250	
MFGPROD	PUB	grrd_det	grrd_show	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_percent	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_print	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_reverse	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_format	varchar	1	30	
MFGPROD	PUB	grrd_det	grrd_override	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_round	varchar	1	30	
MFGPROD	PUB	grrd_det	grrd_page	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_precedence	bit	1	1	
MFGPROD	PUB	grrd_det	grrd_user1	varchar	1	80	
MFGPROD	PUB	grrd_det	grrd_user2	varchar	1	80	
MFGPROD	PUB	grrd_det	grrd_skips	integer	1	10	
MFGPROD	PUB	grrd_det	grrd_text	varchar	1	410	
MFGPROD	PUB	grrd_det	grrd_calc	varchar	1	410	
MFGPROD	PUB	grrd_det	grrd__qadc01	varchar	1	80	
MFGPROD	PUB	grrd_det	grrd_domain	varchar	0	8	
MFGPROD	PUB	grrd_det	oid_grrd_det	numeric	0	38	
MFGPROD	PUB	grtx_det	grtx_indx	integer	1	10	
MFGPROD	PUB	grtx_det	grtx_seq	integer	1	10	
MFGPROD	PUB	grtx_det	grtx_text	varchar	1	80	
MFGPROD	PUB	grtx_det	grtx_user1	varchar	1	80	
MFGPROD	PUB	grtx_det	grtx_user2	varchar	1	80	
MFGPROD	PUB	grtx_det	grtx_fmt_txt	varchar	1	80	
MFGPROD	PUB	grtx_det	grtx__qadc01	varchar	1	80	
MFGPROD	PUB	grtx_det	grtx_domain	varchar	0	8	
MFGPROD	PUB	grtx_det	oid_grtx_det	numeric	0	38	
MFGPROD	PUB	grv_det	grv_acc	varchar	1	80	
MFGPROD	PUB	grv_det	grv_cc	varchar	1	30	
MFGPROD	PUB	grv_det	grv_entity	varchar	1	30	
MFGPROD	PUB	grv_det	grv_project	varchar	1	80	
MFGPROD	PUB	grv_det	grv_sub	varchar	1	80	
MFGPROD	PUB	grv_det	grv_user1	varchar	1	80	
MFGPROD	PUB	grv_det	grv_user2	varchar	1	80	
MFGPROD	PUB	grv_det	grv__qadc01	varchar	1	80	
MFGPROD	PUB	grv_det	grv_domain	varchar	0	8	
MFGPROD	PUB	grv_det	oid_grv_det	numeric	0	38	
MFGPROD	PUB	grx_mstr	grx_report	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_desc	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_add_id	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_add_date	date	1	10	
MFGPROD	PUB	grx_mstr	grx_mod_id	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_mod_date	date	1	10	
MFGPROD	PUB	grx_mstr	grx_rp_group	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_status	bit	1	1	
MFGPROD	PUB	grx_mstr	grx_cmtindx	integer	1	10	
MFGPROD	PUB	grx_mstr	grx_row_group	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_col_group	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_round	varchar	1	30	
MFGPROD	PUB	grx_mstr	grx_format	varchar	1	30	
MFGPROD	PUB	grx_mstr	grx_defprt	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_mrg_top	integer	1	10	
MFGPROD	PUB	grx_mstr	grx_mrg_bot	integer	1	10	
MFGPROD	PUB	grx_mstr	grx_user1	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_user2	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_lab_bc	integer	1	10	
MFGPROD	PUB	grx_mstr	grx_mt_group	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_ctl_gl	varchar	1	30	
MFGPROD	PUB	grx_mstr	grx_ctl_ac	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_cont_pg	bit	1	1	
MFGPROD	PUB	grx_mstr	grx_mrg_left	integer	1	10	
MFGPROD	PUB	grx_mstr	grx_mrg_right	integer	1	10	
MFGPROD	PUB	grx_mstr	grx_text_ix	varchar	1	54	
MFGPROD	PUB	grx_mstr	grx_zero_suppress	varchar	1	30	
MFGPROD	PUB	grx_mstr	grx__qadc01	varchar	1	80	
MFGPROD	PUB	grx_mstr	grx_domain	varchar	0	8	
MFGPROD	PUB	grx_mstr	oid_grx_mstr	numeric	0	38	
MFGPROD	PUB	grx1_wkfl	grx1_run_id	integer	1	10	
MFGPROD	PUB	grx1_wkfl	grx1_an_code	varchar	1	80	
MFGPROD	PUB	grx1_wkfl	grx1_link_type	varchar	1	30	
MFGPROD	PUB	grx1_wkfl	grx1_link_code	varchar	1	80	
MFGPROD	PUB	grx1_wkfl	grx1_user1	varchar	1	80	
MFGPROD	PUB	grx1_wkfl	grx1_user2	varchar	1	80	
MFGPROD	PUB	grx1_wkfl	grx1__qadc01	varchar	1	80	
MFGPROD	PUB	grx1_wkfl	grx1_domain	varchar	0	8	
MFGPROD	PUB	grx1_wkfl	oid_grx1_wkfl	numeric	0	38	
MFGPROD	PUB	grx2_wkfl	grx2_run_id	integer	1	10	
MFGPROD	PUB	grx2_wkfl	grx2_type	bit	1	1	
MFGPROD	PUB	grx2_wkfl	grx2_nbr	integer	1	10	
MFGPROD	PUB	grx2_wkfl	grx2_acct	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_cc	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_entity	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_project	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_sub	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_actual	bit	1	1	
MFGPROD	PUB	grx2_wkfl	grx2_bg_code	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_level	integer	1	10	
MFGPROD	PUB	grx2_wkfl	grx2_user1	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_user2	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2__qadc01	varchar	1	80	
MFGPROD	PUB	grx2_wkfl	grx2_domain	varchar	0	8	
MFGPROD	PUB	grx2_wkfl	oid_grx2_wkfl	numeric	0	38	
MFGPROD	PUB	grx3_wkfl	grx3_run_id	integer	1	10	
MFGPROD	PUB	grx3_wkfl	grx3_row	integer	1	10	
MFGPROD	PUB	grx3_wkfl	grx3_col	integer	1	10	
MFGPROD	PUB	grx3_wkfl	grx3_line	integer	1	10	
MFGPROD	PUB	grx3_wkfl	grx3_priority	integer	1	10	
MFGPROD	PUB	grx3_wkfl	grx3_explode	integer	1	10	
MFGPROD	PUB	grx3_wkfl	grx3_element1	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_element2	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_element3	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_element4	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_element5	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_user1	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_user2	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3__qadc01	varchar	1	80	
MFGPROD	PUB	grx3_wkfl	grx3_domain	varchar	0	8	
MFGPROD	PUB	grx3_wkfl	oid_grx3_wkfl	numeric	0	38	
MFGPROD	PUB	hd_mstr	hd_date	date	0	10	
MFGPROD	PUB	hd_mstr	hd_desc	varchar	1	80	
MFGPROD	PUB	hd_mstr	hd_user1	varchar	1	80	
MFGPROD	PUB	hd_mstr	hd_user2	varchar	1	80	
MFGPROD	PUB	hd_mstr	hd_site	varchar	1	80	
MFGPROD	PUB	hd_mstr	hd__qadc01	varchar	1	80	
MFGPROD	PUB	hd_mstr	hd_domain	varchar	0	8	
MFGPROD	PUB	hd_mstr	oid_hd_mstr	numeric	0	38	
MFGPROD	PUB	hlp_mstr	hlp_context_str	varchar	1	80	
MFGPROD	PUB	hlp_mstr	hlp_context_nbr	integer	1	10	
MFGPROD	PUB	hlp_mstr	hlp_file	varchar	0	30	
MFGPROD	PUB	hlp_mstr	hlp_user1	varchar	1	80	
MFGPROD	PUB	hlp_mstr	hlp_user2	varchar	1	80	
MFGPROD	PUB	hlp_mstr	hlp__qadc01	varchar	1	80	
MFGPROD	PUB	hlp_mstr	oid_hlp_mstr	numeric	0	38	
MFGPROD	PUB	hwm_det	hwm_product	varchar	0	30	
MFGPROD	PUB	hwm_det	hwm_date	date	0	10	
MFGPROD	PUB	hwm_det	hwm_time	integer	0	10	
MFGPROD	PUB	hwm_det	hwm_userid	varchar	0	80	
MFGPROD	PUB	hwm_det	hwm_sid	varchar	0	80	
MFGPROD	PUB	hwm_det	hwm_lic_type	varchar	0	30	
MFGPROD	PUB	hwm_det	hwm_cnt	integer	0	10	
MFGPROD	PUB	hwm_det	hwm_lic_cnt	integer	0	10	
MFGPROD	PUB	hwm_det	hwm__qadc01	varchar	0	80	
MFGPROD	PUB	hwm_det	hwm__qadc02	varchar	0	80	
MFGPROD	PUB	hwm_det	hwm__qadd01	numeric	0	38	
MFGPROD	PUB	hwm_det	hwm__qadt01	date	1	10	
MFGPROD	PUB	hwm_det	oid_hwm_det	numeric	0	38	
MFGPROD	PUB	ib_det	ib_eu_nbr	varchar	1	80	
MFGPROD	PUB	ib_det	ib_sys_seq	integer	1	10	
MFGPROD	PUB	ib_det	ib_level	varchar	1	80	
MFGPROD	PUB	ib_det	ib_contract	varchar	1	80	
MFGPROD	PUB	ib_det	ib_sys_part	varchar	1	30	
MFGPROD	PUB	ib_det	ib_tag	bit	1	1	
MFGPROD	PUB	ib_det	ib_comp	varchar	1	30	
MFGPROD	PUB	ib_det	ib_comp_ser	varchar	1	30	
MFGPROD	PUB	ib_det	ib_comp_ref	integer	1	10	
MFGPROD	PUB	ib_det	ib_sys_serial	varchar	1	50	
MFGPROD	PUB	ib_det	ib_sys_ref	integer	1	10	
MFGPROD	PUB	ib_det	ib_config	varchar	1	30	
MFGPROD	PUB	ib_det	ib_cover	varchar	1	30	
MFGPROD	PUB	ib_det	ib_desc	varchar	1	80	
MFGPROD	PUB	ib_det	ib_int_level	integer	1	10	
MFGPROD	PUB	ib_det	ib_user1	varchar	1	80	
MFGPROD	PUB	ib_det	ib_user2	varchar	1	80	
MFGPROD	PUB	ib_det	ib__qadc01	varchar	1	80	
MFGPROD	PUB	ib_det	ib_domain	varchar	0	8	
MFGPROD	PUB	ib_det	oid_ib_det	numeric	0	38	
MFGPROD	PUB	ibh_hist	ibh_nbr	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_line	integer	1	10	
MFGPROD	PUB	ibh_hist	ibh_feature	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_part	varchar	1	30	
MFGPROD	PUB	ibh_hist	ibh_iss_date	date	1	10	
MFGPROD	PUB	ibh_hist	ibh_qty_req	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_qty_all	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_qty_pick	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_qty_iss	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_tot_std	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_qty_chg	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_bo_chg	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_price	numeric	1	38	
MFGPROD	PUB	ibh_hist	ibh_loc	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_serial	varchar	1	50	
MFGPROD	PUB	ibh_hist	ibh_cmtindx	integer	1	10	
MFGPROD	PUB	ibh_hist	ibh_user1	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_user2	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_inv_nbr	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_site	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_parent	varchar	0	30	
MFGPROD	PUB	ibh_hist	ibh__qadc01	varchar	1	80	
MFGPROD	PUB	ibh_hist	ibh_cfg_type	varchar	1	30	
MFGPROD	PUB	ibh_hist	ibh_domain	varchar	0	8	
MFGPROD	PUB	ibh_hist	oid_ibh_hist	numeric	0	38	
MFGPROD	PUB	icc_ctrl	icc_cur_cost	varchar	0	30	
MFGPROD	PUB	icc_ctrl	icc__qadi04	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc_jrnl	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc_gl_sum	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc_tol_flag	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc_tol_a%	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_b%	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_c%	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_o%	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_a	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_b	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_c	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_tol_o	numeric	1	38	
MFGPROD	PUB	icc_ctrl	icc_cur_ap	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc_iss_days	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc__qad03	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc__qad02	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc_gl_tran	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc__qad01	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc_pk_ord	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc_ascend	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc_user1	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc_user2	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc__qadi02	integer	1	10	
MFGPROD	PUB	icc_ctrl	icc_gl_set	varchar	0	80	
MFGPROD	PUB	icc_ctrl	icc_cogs	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc__qadc01	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc_cur_set	varchar	0	80	
MFGPROD	PUB	icc_ctrl	icc__qadc03	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc_xclr_acct	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc_xclr_cc	varchar	1	30	
MFGPROD	PUB	icc_ctrl	icc_mirror	bit	1	1	
MFGPROD	PUB	icc_ctrl	icc_site	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc__qadc02	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc_xclr_sub	varchar	1	80	
MFGPROD	PUB	icc_ctrl	icc_domain	varchar	0	8	
MFGPROD	PUB	icc_ctrl	oid_icc_ctrl	numeric	0	38	
MFGPROD	PUB	idh_hist	idh_nbr	varchar	0	80	
MFGPROD	PUB	idh_hist	idh_due_date	date	1	10	
MFGPROD	PUB	idh_hist	idh_per_date	date	1	10	
MFGPROD	PUB	idh_hist	idh_req_date	date	1	10	
MFGPROD	PUB	idh_hist	idh_line	integer	1	10	
MFGPROD	PUB	idh_hist	idh_part	varchar	1	30	
MFGPROD	PUB	idh_hist	idh_qty_ord	numeric	1	38	
MFGPROD	PUB	idh_hist	idh_qty_all	numeric	1	38	
MFGPROD	PUB	idh_hist	idh_qty_pick	numeric	1	38	
